Name,Substation,Description,สถานที่ติดตั้ง,สถานที่,การไฟฟ้า,ประเภทอุปกรณ์,ใช้งาน/ไม่ใช้งาน
S1-RCS-0079,S1 FRTU,PBB05S-05,ระบบจำหน่าย,บ้านร่องใหญ่,กฟส.เพชรบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0080,S1 FRTU,RIU04S-05,ระบบจำหน่าย,บ.เขาดิน,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0081,S1 FRTU,PTS02S-20,ระบบจำหน่าย,บ.เขาดิน,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0082,S1 FRTU,PDA07S-08,ระบบจำหน่าย,แพล้นปูน ว. บัญชา,กฟส.ประจวบคีรีขันธ์,FRTU-RCS,ใช้งาน
S1-RCS-0083,S1 FRTU,RIU03S-09,ระบบจำหน่าย,นิคมฯราชบุรี,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0084,S1 FRTU,HUC02S-51,ระบบจำหน่าย,ข้างโรงแรมไฮแอท,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0085,S1 FRTU,PDA10S-08,ระบบจำหน่าย,ปากทางเข้านิคม,กฟส.ประจวบคีรีขันธ์,FRTU-RCS,ใช้งาน
S1-RCS-0086,S1 FRTU,KUA02S-06,ระบบจำหน่าย,คลองชายธง(ฝั่งตะวันตก),กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0087,S1 FRTU,PDA04S-07,ระบบจำหน่าย,ไทยซังเกียว,กฟส.ประจวบคีรีขันธ์,FRTU-RCS,ใช้งาน
S1-RCS-0088,S1 FRTU,PDA08S-07,ระบบจำหน่าย,สยามกลการ,กฟส.ประจวบคีรีขันธ์,FRTU-RCS,ใช้งาน
S1-RCS-0089,S1 FRTU,PDA06S-10,ระบบจำหน่าย,ทิปโก้,กฟส.ประจวบคีรีขันธ์,FRTU-RCS,ใช้งาน
S1-RCS-0090,S1 FRTU,XPA02S-06,ระบบจำหน่าย,ก่อนถึงแพรดาว,กฟส.สวนผึ้ง,FRTU-RCS,ใช้งาน
S1-RCS-0091,S1 FRTU,KUA04S-11,ระบบจำหน่าย,วัดสำโหรง,กฟส.กุยบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0092,S1 FRTU,HUB02S-11,ระบบจำหน่าย,บริษัทโดล,กฟส.ท่าแซะ,FRTU-RCS,ใช้งาน
S1-RCS-0093,S1 FRTU,HUC02S-05,ระบบจำหน่าย,ใต้สะพานกลับรถ,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0094,S1 FRTU,PNA01S-07,ระบบจำหน่าย,บ.ตำหรุ,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0095,S1 FRTU,PNA02S-11,ระบบจำหน่าย,หน้าที่ว่าการอ.ปราณบุรี,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0096,S1 FRTU,CAB05S-14,ระบบจำหน่าย,ถ.จุมพฎพงษ์,กฟส.ชะอำ,FRTU-RCS,ใช้งาน
S1-RCS-0097,S1 FRTU,HUB09S-10,ระบบจำหน่าย,โรงแรมโซฟิเทล,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0098,S1 FRTU,PNA05S-06,ระบบจำหน่าย,ศาลาลัย,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0099,S1 FRTU,HUC03S-08,ระบบจำหน่าย,ธ.ออมสิน,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0100,S1 FRTU,HUB09S-07,ระบบจำหน่าย,อู่รถเก่า,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0101,S1 FRTU,PNA07S-10,ระบบจำหน่าย,แยกเขาใหญ่,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0102,S1 FRTU,PNA01S-17,ระบบจำหน่าย,แยกเขาใหญ่,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0103,S1 FRTU,PNA07S-12,ระบบจำหน่าย,แยกเขาใหญ่,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0104,S1 FRTU,PTH03S-12,ระบบจำหน่าย,แพรกหนามแดง,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0105,S1 FRTU,HUC03S-11,ระบบจำหน่าย,หอนาฬิกา (วงจรบน),กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0106,S1 FRTU,SSA09S-06,ระบบจำหน่าย,ร้านข้าวมันไก่,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0107,S1 FRTU,PTH06S-12,ระบบจำหน่าย,ข้างวัดประชา,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0108,S1 FRTU,HUB03S-52,ระบบจำหน่าย,บ้านอ่างน้ำ,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0109,S1 FRTU,PTH07S-16,ระบบจำหน่าย,ไลน์ไปราชบุรี,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0110,S1 FRTU,PNA08S-22,ระบบจำหน่าย,OTOP,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0111,S1 FRTU,HUC02S-11,ระบบจำหน่าย,ตรงข้ามโรงแรมแกรนด์,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0112,S1 FRTU,PTH04S-19,ระบบจำหน่าย,อบต.ดอนทราย,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0113,S1 FRTU,HUB10S-12,ระบบจำหน่าย,โกลเด้นเพลส,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0114,S1 FRTU,HUB03S-06,ระบบจำหน่าย,ร้านแซบอีหลี,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0115,S1 FRTU,PTR03S-12,ระบบจำหน่าย,สิบสองปันนา,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0116,S1 FRTU,PTR02S-07,ระบบจำหน่าย,ด่านชั่ง,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0117,S1 FRTU,PTR01S-13,ระบบจำหน่าย,ฟาร์มเป็ดท่ามะขาม,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0118,S1 FRTU,PTR02S-15,ระบบจำหน่าย,ทิพย์มณฑา,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0119,S1 FRTU,PTR05S-05,ระบบจำหน่าย,ป้อมตำรวจแยกบางแพ,กฟส.บางแพ,FRTU-RCS,ใช้งาน
S1-RCS-0120,S1 FRTU,PTR05S-10,ระบบจำหน่าย,ปั๊มน้ำมันเตาอิฐ,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0121,S1 FRTU,PTR07S-08,ระบบจำหน่าย,สุสานบ้านเลือก,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0122,S1 FRTU,PTR10S-15,ระบบจำหน่าย,หนองโพ,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0123,S1 FRTU,PTR04S-05,ระบบจำหน่าย,หน้าโรงไม้ศรีรัตน์,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0124,S1 FRTU,PTS05S-05,ระบบจำหน่าย,หน้าปั๊มโพทรัพย์,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0125,S1 FRTU,PTR08S-06,ระบบจำหน่าย,ธนาคารไทยพานิชย์,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0126,S1 FRTU,RBA08S-09,ระบบจำหน่าย,ห้าแยกสะพานแดง,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0127,S1 FRTU,PTR02S-19,ระบบจำหน่าย,ประตูน้ำ,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0128,S1 FRTU,RBA06S-09,ระบบจำหน่าย,โรงฝึกงานดรุณา,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0129,S1 FRTU,RBC05S-05,ระบบจำหน่าย,กาสะลอง,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0130,S1 FRTU,RBC03S-13,ระบบจำหน่าย,กลุ่มโรงโม่..,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0131,S1 FRTU,RBC03S-14,ระบบจำหน่าย,กลุ่มโรงโม่.,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0132,S1 FRTU,CBN06S-08,ระบบจำหน่าย,ตรงข้ามศูนย์พัฒนาที่ดิน,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0133,S1 FRTU,CBN10S-14,ระบบจำหน่าย,จุดชมวิวเขาสน,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0134,S1 FRTU,RBB03S-12,ระบบจำหน่าย,แยกเขางู,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0135,S1 FRTU,KUA02S-08,ระบบจำหน่าย,เชิงเขา อสมท.,กฟส.ประจวบคีรีขันธ์,FRTU-RCS,ใช้งาน
S1-RCS-0136,S1 FRTU,RBB08S-09,ระบบจำหน่าย,หน้าร.ร.รัฐราษฎร์อุปถัมภ์,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0137,S1 FRTU,RBC04S-12,ระบบจำหน่าย,โรงเจสะพานสิริลักษณ์,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0138,S1 FRTU,CBN02S-11,ระบบจำหน่าย,หน้าศูนย์พัฒนาที่ดิน,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0139,S1 FRTU,CBN01S-09,ระบบจำหน่าย,โค้งห้วยกระแทก,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0140,S1 FRTU,RBB03S-17,ระบบจำหน่าย,ปั๊ม ปตท.ท่าแจ่,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0141,S1 FRTU,HUC02S-04,ระบบจำหน่าย,ปั๊มโมบิล,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0142,S1 FRTU,RBA06S-13,ระบบจำหน่าย,แยกเจดีย์หัก,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0143,S1 FRTU,RBA06S-06,ระบบจำหน่าย,สำนักงานอัยการ,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0144,S1 FRTU,RBA06S-04,ระบบจำหน่าย,หลังศาลากลาง,กฟส.ราชบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0145,S1 FRTU,RNB04S-04,ระบบจำหน่าย,บางนอน,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0146,S1 FRTU,RNA05S-08,ระบบจำหน่าย,ตรงข้าม รพ.กะเปอร์,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0147,S1 FRTU,SSA09S-09,ระบบจำหน่าย,หน้าสนามกีฬา,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0148,S1 FRTU,RNB09S-08,ระบบจำหน่าย,สนามมอเตอร์ครอส,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0149,S1 FRTU,RNB03S-10,ระบบจำหน่าย,สะพานลอย กศน.,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0150,S1 FRTU,RNA03S-11,ระบบจำหน่าย,รพ.กะเปอร์,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0151,S1 FRTU,RNA05S-11,ระบบจำหน่าย,บ้านสวนใหม่,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0152,S1 FRTU,RNA06S-05,ระบบจำหน่าย,ศูนย์พัฒนาที่ดิน,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0153,S1 FRTU,RNA06S-12,ระบบจำหน่าย,บางริ้น,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0154,S1 FRTU,RNB02S-08,ระบบจำหน่าย,อารีสโตร์,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0155,S1 FRTU,RNB02S-16,ระบบจำหน่าย,ข้างกศน.,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0156,S1 FRTU,CBN10S-10,ระบบจำหน่าย,แยกไปด่านทับตะโก,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0157,S1 FRTU,HUB09S-04,ระบบจำหน่าย,ตลาดโต้รุ่ง,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0158,S1 FRTU,RNB03S-06,ระบบจำหน่าย,โรงแรมพัฒนา,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0159,S1 FRTU,RNB08S-15,ระบบจำหน่าย,ปากซอย 15 ซ้าย,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0160,S1 FRTU,KUA09S-09,ระบบจำหน่าย,เขาแดง,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
S1-RCS-0161,S1 FRTU,CBN04S-23,ระบบจำหน่าย,แยกไปด่านทับตะโก,กฟส.จอมบึง,FRTU-RCS,ใช้งาน
S1-RCS-0162,S1 FRTU,RNB02S-13,ระบบจำหน่าย,ทิพย์การยาง,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0163,S1 FRTU,BSR01S-09,ระบบจำหน่าย,เทศบาล บางสะพานน้อย,กฟส.บางสะพาน,FRTU-RCS,ใช้งาน
S1-RCS-0164,S1 FRTU,RNB05S-19,ระบบจำหน่าย,สุสานเจ้าเมือง,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0165,S1 FRTU,RNB06S-04,ระบบจำหน่าย,สหกรณ์ออมทรัพย์ครู,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0166,S1 FRTU,RNB01S-15,ระบบจำหน่าย,สวนสุขภาพ,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0167,S1 FRTU,RNB01S-16,ระบบจำหน่าย,ชุมชนสหพันธ์,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0168,S1 FRTU,RNB07S-08,ระบบจำหน่าย,รร.สปาอินน์,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0169,S1 FRTU,RNB01S-14,ระบบจำหน่าย,ข้างห้องสมุด,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0170,S1 FRTU,RNB07S-15,ระบบจำหน่าย,ปากซอย 15,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0171,S1 FRTU,RNB03S-17,ระบบจำหน่าย,ป้อมตำรวจซอย 7,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0172,S1 FRTU,RNB01S-04,ระบบจำหน่าย,สวนมังคุด,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0173,S1 FRTU,RNB01S-07,ระบบจำหน่าย,ร.ร.สตรีระนอง,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0174,S1 FRTU,RNA02S-05,ระบบจำหน่าย,บ.พรรั้ง,กฟส.ระนอง,FRTU-RCS,ใช้งาน
S1-RCS-0175,S1 FRTU,SSA04S-10,ระบบจำหน่าย,ก่อนถึงแยกอัมพวา,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0176,S1 FRTU,SSA09S-12,ระบบจำหน่าย,สามแยกอัมพวา,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0177,S1 FRTU,HUB05S-52,ระบบจำหน่าย,หน้าสนามบินหัวหิน(TIE LINE),กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0178,S1 FRTU,HUB03S-51,ระบบจำหน่าย,ปากซอยรวมสุข,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0179,S1 FRTU,SSA10S-08,ระบบจำหน่าย,ร.ร.บ้านเขตเมือง,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0180,S1 FRTU,HUB08S-12,ระบบจำหน่าย,ซอยข้างโรงเรียนพานิชย์หัวหิน,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0181,S1 FRTU,SSA03S-04,ระบบจำหน่าย,วัดป้อมแก้ว ( วงจรล่าง ),กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0182,S1 FRTU,HUB08S-10,ระบบจำหน่าย,หัวหินทันสมัย,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0183,S1 FRTU,DNA09S-07,ระบบจำหน่าย,อนามัยบางนกแขวก,กฟส.ดำเนินสะดวก,FRTU-RCS,ใช้งาน
S1-RCS-0184,S1 FRTU,HUC04S-06,ระบบจำหน่าย,ถนนต้นสัก,กฟส.หัวหิน,FRTU-RCS,ใช้งาน
S1-RCS-0185,S1 FRTU,PTR08S-12,ระบบจำหน่าย,บริษัทฟอร์ดเตชะอัมพร,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0186,S1 FRTU,PTS01S-10,ระบบจำหน่าย,บ้านเขาชะงุ้ม,กฟส.โพธาราม,FRTU-RCS,ใช้งาน
S1-RCS-0187,S1 FRTU,PTH08S-04,ระบบจำหน่าย,คลองโคน พระราม 2,กฟส.สมุทรสงคราม,FRTU-RCS,ใช้งาน
S1-RCS-0188,S1 FRTU,KHZ03S-10,ระบบจำหน่าย,จุดแบ่งเขต ระหว่างอ.ปากท่อ กับอ.เขาย้อย,กฟส.ปากท่อ,FRTU-RCS,ใช้งาน
S1-RCS-0189,S1 FRTU,CPA10S-28,ระบบจำหน่าย,ศูนย์ศยามล,กฟส.สวี,FRTU-RCS,ใช้งาน
S1-RCS-0190,S1 FRTU,PNA08S-11,ระบบจำหน่าย,แยกเขื่อนปราณ,กฟส.ปราณบุรี,FRTU-RCS,ใช้งาน
